Country,JobTitle,Category,CostofLivingIndex,RentIndex,CostofLivingPlusRentIndex,GroceriesIndex,RestaurantPriceIndex,LocalPurchasingPowerIndex,SalaryUSD,SalaryRoundedUSD,SalaryRangeinK
Jersey,Broadcast News Analyst,Media / Broadcasting / Arts / Entertainment,74.3,52.5,64,64.1,93.6,72,72619.12,72619,70-80
Jersey,Broadcasting Journalist,Media / Broadcasting / Arts / Entertainment,74.3,52.5,64,64.1,93.6,72,92510.98,92511,80-90
Jersey,Broadcasting Presenter,Media / Broadcasting / Arts / Entertainment,74.3,52.5,64,64.1,93.6,72,96649.9,96650,80-90
Jersey,Camera Equipment Repairer,Media / Broadcasting / Arts / Entertainment,74.3,52.5,64,64.1,93.6,72,53078.43,53078,50-60
Jersey,Cartoonist / Animator,Media / Broadcasting / Arts / Entertainment,74.3,52.5,64,64.1,93.6,72,68430.03,68430,60-70
Jersey,CAS Engineer,Media / Broadcasting / Arts / Entertainment,74.3,52.5,64,64.1,93.6,72,76406.85,76407,70-80
Jersey,Censorship Executive,Media / Broadcasting / Arts / Entertainment,74.3,52.5,64,64.1,93.6,72,82953.86,82954,80-90
Jersey,Choreographer,Media / Broadcasting / Arts / Entertainment,74.3,52.5,64,64.1,93.6,72,63538.59,63539,60-70
Jersey,Communications Manager,Media / Broadcasting / Arts / Entertainment,74.3,52.5,64,64.1,93.6,72,108815.8,108816,80-90
Jersey,Correspondent,Media / Broadcasting / Arts / Entertainment,74.3,52.5,64,64.1,93.6,72,80520.68,80521,80-90
Jersey,Dance Director,Media / Broadcasting / Arts / Entertainment,74.3,52.5,64,64.1,93.6,72,69709.33,69709,60-70
Jersey,Dancer,Media / Broadcasting / Arts / Entertainment,74.3,52.5,64,64.1,93.6,72,61707.44,61707,60-70
Jersey,Director of Photography,Media / Broadcasting / Arts / Entertainment,74.3,52.5,64,64.1,93.6,72,73296.39,73296,70-80
Jersey,Disc Jockey,Media / Broadcasting / Arts / Entertainment,74.3,52.5,64,64.1,93.6,72,50871.01,50871,50-60
Jersey,Events Manager,Media / Broadcasting / Arts / Entertainment,74.3,52.5,64,64.1,93.6,72,77886.82,77887,70-80
Jersey,Illustrator,Media / Broadcasting / Arts / Entertainment,74.3,52.5,64,64.1,93.6,72,56163.8,56164,50-60
Jersey,Journalist,Media / Broadcasting / Arts / Entertainment,74.3,52.5,64,64.1,93.6,72,94693.32,94693,80-90
Jersey,Media Design Manager,Media / Broadcasting / Arts / Entertainment,74.3,52.5,64,64.1,93.6,72,132871.66,132872,80-90
Jersey,Media Operations Manager,Media / Broadcasting / Arts / Entertainment,74.3,52.5,64,64.1,93.6,72,95295.34,95295,80-90
Jersey,Media Planner,Media / Broadcasting / Arts / Entertainment,74.3,52.5,64,64.1,93.6,72,64968.4,64968,60-70
Jersey,Media Producer,Media / Broadcasting / Arts / Entertainment,74.3,52.5,64,64.1,93.6,72,90780.17,90780,80-90
Jersey,Media Product Development Manager,Media / Broadcasting / Arts / Entertainment,74.3,52.5,64,64.1,93.6,72,122035.23,122035,80-90
Jersey,Media Production Manager,Media / Broadcasting / Arts / Entertainment,74.3,52.5,64,64.1,93.6,72,123465.04,123465,80-90
Jersey,Media Program Director,Media / Broadcasting / Arts / Entertainment,74.3,52.5,64,64.1,93.6,72,137286.5,137286,80-90
Jersey,Media Relation Executive,Media / Broadcasting / Arts / Entertainment,74.3,52.5,64,64.1,93.6,72,139218,139218,80-90
Jersey,Media Relations Manager,Media / Broadcasting / Arts / Entertainment,74.3,52.5,64,64.1,93.6,72,129134.1,129134,80-90
Jersey,Media Sales Manager,Media / Broadcasting / Arts / Entertainment,74.3,52.5,64,64.1,93.6,72,140998.98,140999,80-90
Jersey,Movement and Dance Coordinator,Media / Broadcasting / Arts / Entertainment,74.3,52.5,64,64.1,93.6,72,74475.36,74475,70-80
Jersey,Multimedia Coordinator,Media / Broadcasting / Arts / Entertainment,74.3,52.5,64,64.1,93.6,72,53078.43,53078,50-60
Jersey,Multimedia Designer,Media / Broadcasting / Arts / Entertainment,74.3,52.5,64,64.1,93.6,72,53254.02,53254,50-60
Jersey,Music Consultant,Media / Broadcasting / Arts / Entertainment,74.3,52.5,64,64.1,93.6,72,67953.43,67953,60-70
Jersey,Musician,Media / Broadcasting / Arts / Entertainment,74.3,52.5,64,64.1,93.6,72,52451.32,52451,50-60
Jersey,News Associate,Media / Broadcasting / Arts / Entertainment,74.3,52.5,64,64.1,93.6,72,67527,67527,60-70
Jersey,News Reporter,Media / Broadcasting / Arts / Entertainment,74.3,52.5,64,64.1,93.6,72,87042.6,87043,80-90
Jersey,Producer,Media / Broadcasting / Arts / Entertainment,74.3,52.5,64,64.1,93.6,72,122612.17,122612,80-90
Jersey,Product Designer,Media / Broadcasting / Arts / Entertainment,74.3,52.5,64,64.1,93.6,72,52727.25,52727,50-60
Jersey,Product Planner,Media / Broadcasting / Arts / Entertainment,74.3,52.5,64,64.1,93.6,72,67903.26,67903,60-70
Jersey,Production Artist,Media / Broadcasting / Arts / Entertainment,74.3,52.5,64,64.1,93.6,72,68605.62,68606,60-70
Jersey,Production Director,Media / Broadcasting / Arts / Entertainment,74.3,52.5,64,64.1,93.6,72,110672.04,110672,80-90
Jersey,Program Researcher,Media / Broadcasting / Arts / Entertainment,74.3,52.5,64,64.1,93.6,72,79617.64,79618,70-80
Jersey,Promotion Coordinator,Media / Broadcasting / Arts / Entertainment,74.3,52.5,64,64.1,93.6,72,58923.08,58923,50-60
Jersey,Sound Engineer,Media / Broadcasting / Arts / Entertainment,74.3,52.5,64,64.1,93.6,72,65796.18,65796,60-70
Jersey,Television Executive Producer,Media / Broadcasting / Arts / Entertainment,74.3,52.5,64,64.1,93.6,72,141024.07,141024,80-90
Jersey,Transmission Engineer,Media / Broadcasting / Arts / Entertainment,74.3,52.5,64,64.1,93.6,72,70311.36,70311,70-80
Jersey,Video Editor,Media / Broadcasting / Arts / Entertainment,74.3,52.5,64,64.1,93.6,72,58045.12,58045,50-60
Jersey,Video Producer,Media / Broadcasting / Arts / Entertainment,74.3,52.5,64,64.1,93.6,72,70311.36,70311,70-80
Jersey,Videographer,Media / Broadcasting / Arts / Entertainment,74.3,52.5,64,64.1,93.6,72,65796.18,65796,60-70
Jersey,Visual Designer,Media / Broadcasting / Arts / Entertainment,74.3,52.5,64,64.1,93.6,72,63488.42,63488,60-70
Jersey,Assistant Yard Manager,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,73823.16,73823,70-80
Jersey,Associate Analyst,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,77460.39,77460,70-80
Jersey,Biomass Power Plant Manager,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,99384.09,99384,80-90
Jersey,Chemical Plant Operator,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,63011.82,63012,60-70
Jersey,Chief Contract Compliance Engineer,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,82803.35,82803,80-90
Jersey,Completions Engineer,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,70813.05,70813,70-80
Jersey,Cost Controller,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,52451.32,52451,50-60
Jersey,Cost Engineer,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,73396.73,73397,70-80
Jersey,Crude Oil Marketing Representative,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,78338.34,78338,70-80
Jersey,Distribution Manager,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,96725.15,96725,80-90
Jersey,Electric and Gas Operations Manager,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,161668.46,161668,80-90
Jersey,Energy Advisor,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,114008.25,114008,80-90
Jersey,Energy Analyst,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,106457.87,106458,80-90
Jersey,Energy Auditor,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,97051.25,97051,80-90
Jersey,Energy Dispatch Director,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,122035.23,122035,80-90
Jersey,Energy Technical Manager,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,92561.15,92561,80-90
Jersey,Energy Technical Support Manager,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,91281.85,91282,80-90
Jersey,Energy Technical Trainer,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,65796.18,65796,60-70
Jersey,Engineering Geologist,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,130212.72,130213,80-90
Jersey,Exploration Manager,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,128406.65,128407,80-90
Jersey,Field Safety Auditor,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,80646.1,80646,80-90
Jersey,Fluids Engineer,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,66674.13,66674,60-70
Jersey,Fuel Cell Engineer,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,79642.73,79643,70-80
Jersey,Gas Distribution Plant Operator,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,60453.22,60453,60-70
Jersey,Gas Supply Manager,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,110747.29,110747,80-90
Jersey,Geologist,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,133925.2,133925,80-90
Jersey,Geophysicist,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,134677.73,134678,80-90
Jersey,Geothermal Production Manager,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,122913.18,122913,80-90
Jersey,HSE Engineer,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,71941.84,71942,70-80
Jersey,HSE Supervisor,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,54031.63,54032,50-60
Jersey,HSEQ Administrator,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,56514.98,56515,50-60
Jersey,Inspector,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,69006.97,69007,60-70
Jersey,Instructor,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,59675.61,59676,50-60
Jersey,Instrument Designer,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,57744.11,57744,50-60
Jersey,Lead Technical Field Advisor,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,100939.32,100939,80-90
Jersey,Logistics and Tool Coordinator,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,63413.17,63413,60-70
Jersey,Maintenance Engineer,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,75854.99,75855,70-80
Jersey,Maintenance Superintendent,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,68304.61,68305,60-70
Jersey,Material Controller,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,52300.81,52301,50-60
Jersey,Mine Engineer,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,74299.77,74300,70-80
Jersey,Mine Surveyor,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,81624.39,81624,80-90
Jersey,Mining Project Administrator,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,61481.68,61482,60-70
Jersey,Mining Project Assistant,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,53254.02,53254,50-60
Jersey,Mining Project Controls Consultant,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,83957.23,83957,80-90
Jersey,Mining Project Coordinator,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,61381.34,61381,60-70
Jersey,Mining Project Engineer,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,70035.43,70035,70-80
Jersey,Mining Project Manager,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,93514.36,93514,80-90
Jersey,Mining Site Manager,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,94392.31,94392,80-90
Jersey,Mining Team Leader,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,72518.78,72519,70-80
Jersey,Oil Trader,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,93489.27,93489,80-90
Jersey,Petroleum Engineer,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,80320,80320,80-90
Jersey,Petroleum Geologist,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,135831.61,135832,80-90
Jersey,Power Plant Operations Manager,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,139519.01,139519,80-90
Jersey,Power Plant Operator,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,63011.82,63012,60-70
Jersey,Reliability Engineer,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,71891.67,71892,70-80
Jersey,Reservoir Engineer,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,69257.82,69258,60-70
Jersey,Risk Analyst,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,86591.08,86591,80-90
Jersey,Roughneck,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,73747.91,73748,70-80
Jersey,Shutdown Engineer,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,63011.82,63012,60-70
Jersey,Solar Energy Installation Manager,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,103748.76,103749,80-90
Jersey,Solar Energy Systems Engineer,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,72568.95,72569,70-80
Jersey,Supply Operations Manager,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,117620.39,117620,80-90
Jersey,Sustainability Specialist,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,116918.03,116918,80-90
Jersey,System Development Advisor,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,83330.12,83330,80-90
Jersey,Wind Energy Project Manager,Oil / Gas / Energy / Mining,74.3,52.5,64,64.1,93.6,72,100688.47,100688,80-90
Jersey,Animal Breeder,Pet Care,74.3,52.5,64,64.1,93.6,72,76005.5,76006,70-80
Jersey,Animal Control Officer,Pet Care,74.3,52.5,64,64.1,93.6,72,54031.63,54032,50-60
Jersey,Animal Health Technician,Pet Care,74.3,52.5,64,64.1,93.6,72,58195.63,58196,50-60
Jersey,Animal Keeper,Pet Care,74.3,52.5,64,64.1,93.6,72,57744.11,57744,50-60
Jersey,Animal Scientist,Pet Care,74.3,52.5,64,64.1,93.6,72,101139.99,101140,80-90
Jersey,Veterinarian,Pet Care,74.3,52.5,64,64.1,93.6,72,99032.91,99033,80-90
Jersey,Veterinary Assistant,Pet Care,74.3,52.5,64,64.1,93.6,72,65595.51,65596,60-70
Jersey,Veterinary Office Manager,Pet Care,74.3,52.5,64,64.1,93.6,72,98330.55,98331,80-90
Jersey,Veterinary Technician,Pet Care,74.3,52.5,64,64.1,93.6,72,62936.57,62937,60-70
Jersey,Zoo Keeper,Pet Care,74.3,52.5,64,64.1,93.6,72,59449.85,59450,50-60
Jersey,Zoo Veterinarian,Pet Care,74.3,52.5,64,64.1,93.6,72,91582.86,91583,80-90
Jersey,Assistant Pharmacist,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,63488.42,63488,60-70
Jersey,Assistant Pharmacy Director,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,124117.23,124117,80-90
Jersey,Associate Medical Affairs Director,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,173332.68,173333,80-90
Jersey,Bioinformatics Scientist,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,157654.97,157655,80-90
Jersey,Bioinformatics Technician,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,73095.72,73096,70-80
Jersey,Biological Scientist,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,173332.68,173333,80-90
Jersey,Biological Technician,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,73296.39,73296,70-80
Jersey,Biomedical Engineer,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,66874.81,66875,60-70
Jersey,Biomedical Engineering Director,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,132871.66,132872,80-90
Jersey,Biostatistician,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,110697.12,110697,80-90
Jersey,Biotechnologist,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,104476.21,104476,80-90
Jersey,Biotechnology Lead Data Manager,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,85161.28,85161,80-90
Jersey,Chemical Process Technician,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,76005.5,76006,70-80
Jersey,Clinical Consultant,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,106056.52,106057,80-90
Jersey,Clinical Data Manager,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,108815.8,108816,80-90
Jersey,Clinical Data Specialist,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,98330.55,98331,80-90
Jersey,Clinical Informatics Specialist,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,82778.27,82778,80-90
Jersey,Clinical Operations Manager,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,150380.52,150381,80-90
Jersey,Clinical Pharmacist,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,109141.89,109142,80-90
Jersey,Clinical Pharmacy Specialist,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,130237.81,130238,80-90
Jersey,Clinical Programmer,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,56088.55,56089,50-60
Jersey,Clinical Project Manager,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,98330.55,98331,80-90
Jersey,Clinical Research Associate,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,84433.83,84434,80-90
Jersey,Clinical Research Manager,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,148248.35,148248,80-90
Jersey,Clinical Study Manager,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,122762.68,122763,80-90
Jersey,Compliance Specialist,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,105053.15,105053,80-90
Jersey,Cytology Laboratory Technologist,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,86415.49,86415,80-90
Jersey,Cytotechnologist,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,85788.39,85788,80-90
Jersey,GCP Auditor,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,92561.15,92561,80-90
Jersey,Hospital Pharmacy Technician,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,82703.01,82703,80-90
Jersey,Manufacturing Engineer,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,86841.93,86842,80-90
Jersey,Medical Affairs Director,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,161793.89,161794,80-90
Jersey,Medical Representative,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,70035.43,70035,70-80
Jersey,Medical Science Liaison,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,118398.01,118398,80-90
Jersey,Molecular and Cellular Biologist,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,161668.46,161668,80-90
Jersey,Nuclear Pharmacist,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,107787.34,107787,80-90
Jersey,Pharmaceutical Manager,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,178474.96,178475,80-90
Jersey,Pharmaceutical Manufacturing Lead,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,190766.28,190766,80-90
Jersey,Pharmaceutical Operations Excellence Manager,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,163549.79,163550,80-90
Jersey,Pharmaceutical Process Engineer,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,90980.84,90981,80-90
Jersey,Pharmaceutical Production Assistant Manager,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,114836.03,114836,80-90
Jersey,Pharmaceutical Project Manager,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,104902.64,104903,80-90
Jersey,Pharmaceutical Quality Auditor,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,111123.55,111124,80-90
Jersey,Pharmaceutical Regulatory Affairs Assistant,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,81423.71,81424,80-90
Jersey,Pharmaceutical Regulatory Affairs Manager,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,112202.18,112202,80-90
Jersey,Pharmaceutical Regulatory Affairs Specialist,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,92586.24,92586,80-90
Jersey,Pharmaceutical Representative,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,73998.75,73999,70-80
Jersey,Pharmaceutical Research Associate,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,104476.21,104476,80-90
Jersey,Pharmaceutical Research Scientist,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,156902.44,156902,80-90
Jersey,Pharmaceutical Researcher,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,160163.41,160163,80-90
Jersey,Pharmaceutical Sales and Marketing Manager,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,124593.83,124594,80-90
Jersey,Pharmaceutical Sales Manager,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,150380.52,150381,80-90
Jersey,Pharmaceutical Sales Representative,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,67301.24,67301,60-70
Jersey,Pharmaceutical Supply Chain Manager,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,161166.78,161167,80-90
Jersey,Pharmaceutical Team Leader,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,120103.74,120104,80-90
Jersey,Pharmaceutical Technologist,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,77008.87,77009,70-80
Jersey,Pharmacist,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,104125.03,104125,80-90
Jersey,Pharmacy Aide,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,70035.43,70035,70-80
Jersey,Pharmacy Manager,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,146166.35,146166,80-90
Jersey,Pharmacy Stock Controller,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,57167.17,57167,50-60
Jersey,Pharmacy Technician,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,61230.83,61231,60-70
Jersey,Records Management Coordinator,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,52024.89,52025,50-60
Jersey,Shift Encapsulator,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,60904.74,60905,60-70
Jersey,Staff Pharmacist,Pharmaceutical and Biotechnology,74.3,52.5,64,64.1,93.6,72,104350.79,104351,80-90
Jersey,Photo Research Manager,Photography,74.3,52.5,64,64.1,93.6,72,83104.36,83104,80-90
Jersey,Photo Retoucher,Photography,74.3,52.5,64,64.1,93.6,72,52250.65,52251,50-60
Jersey,Photographer,Photography,74.3,52.5,64,64.1,93.6,72,57342.76,57343,50-60
Jersey,Photography Production Supervisor,Photography,74.3,52.5,64,64.1,93.6,72,77560.73,77561,70-80
Jersey,Studio Manager,Photography,74.3,52.5,64,64.1,93.6,72,88848.67,88849,80-90
Jersey,Communications Project Manager,Public Relations,74.3,52.5,64,64.1,93.6,72,92510.98,92511,80-90
Jersey,Communications Specialist,Public Relations,74.3,52.5,64,64.1,93.6,72,52651.99,52652,50-60
Jersey,Director of Communications,Public Relations,74.3,52.5,64,64.1,93.6,72,116240.75,116241,80-90
Jersey,Government Relations Officer,Public Relations,74.3,52.5,64,64.1,93.6,72,75177.72,75178,70-80
Jersey,Head of Communications,Public Relations,74.3,52.5,64,64.1,93.6,72,114961.45,114961,80-90
Jersey,Head of Public Relations,Public Relations,74.3,52.5,64,64.1,93.6,72,142704.72,142705,80-90
Jersey,Investor Relations Officer,Public Relations,74.3,52.5,64,64.1,93.6,72,82803.35,82803,80-90
Jersey,Marketing Communications Executive,Public Relations,74.3,52.5,64,64.1,93.6,72,111775.75,111776,80-90
Jersey,Media Relations Specialist,Public Relations,74.3,52.5,64,64.1,93.6,72,100989.49,100989,80-90
Jersey,Public Relations Executive,Public Relations,74.3,52.5,64,64.1,93.6,72,104225.36,104225,80-90
Jersey,Public Relations Manager,Public Relations,74.3,52.5,64,64.1,93.6,72,126149.06,126149,80-90
Jersey,Public Relations Practitioner,Public Relations,74.3,52.5,64,64.1,93.6,72,58797.65,58798,50-60
Jersey,Public Relations Specialist,Public Relations,74.3,52.5,64,64.1,93.6,72,50218.82,50219,50-60
Jersey,Advertising Copywriter,Publishing and Printing,74.3,52.5,64,64.1,93.6,72,69383.24,69383,60-70
Jersey,Art Director,Publishing and Printing,74.3,52.5,64,64.1,93.6,72,75278.05,75278,70-80
Jersey,Art Supervisor,Publishing and Printing,74.3,52.5,64,64.1,93.6,72,69257.82,69258,60-70
Jersey,Artist,Publishing and Printing,74.3,52.5,64,64.1,93.6,72,73045.55,73046,70-80
Jersey,Assistant Editor,Publishing and Printing,74.3,52.5,64,64.1,93.6,72,53881.13,53881,50-60
Jersey,Associate Content Management Specialist,Publishing and Printing,74.3,52.5,64,64.1,93.6,72,71891.67,71892,70-80
Jersey,Associate Editor,Publishing and Printing,74.3,52.5,64,64.1,93.6,72,61381.34,61381,60-70
Jersey,Circulations Director,Publishing and Printing,74.3,52.5,64,64.1,93.6,72,108514.78,108515,80-90
Jersey,Commissioning Editor,Publishing and Printing,74.3,52.5,64,64.1,93.6,72,61832.86,61833,60-70
Jersey,Communications Editor,Publishing and Printing,74.3,52.5,64,64.1,93.6,72,65445,65445,60-70
Jersey,Content Copywriter,Publishing and Printing,74.3,52.5,64,64.1,93.6,72,68430.03,68430,60-70
Jersey,Content Management Assistant,Publishing and Printing,74.3,52.5,64,64.1,93.6,72,64090.45,64090,60-70
Jersey,Content Publisher,Publishing and Printing,74.3,52.5,64,64.1,93.6,72,61356.26,61356,60-70
Jersey,Content Writer,Publishing and Printing,74.3,52.5,64,64.1,93.6,72,73823.16,73823,70-80
Jersey,CopyWriter,Publishing and Printing,74.3,52.5,64,64.1,93.6,72,77084.13,77084,70-80
Jersey,Corporate Print Center Specialist,Publishing and Printing,74.3,52.5,64,64.1,93.6,72,56188.88,56189,50-60
Jersey,Curator,Publishing and Printing,74.3,52.5,64,64.1,93.6,72,59675.61,59676,50-60
Jersey,DTP Operator,Publishing and Printing,74.3,52.5,64,64.1,93.6,72,56765.82,56766,50-60
Jersey,Editor,Publishing and Printing,74.3,52.5,64,64.1,93.6,72,73823.16,73823,70-80
