Country,JobTitle,Category,CostofLivingIndex,RentIndex,CostofLivingPlusRentIndex,GroceriesIndex,RestaurantPriceIndex,LocalPurchasingPowerIndex,SalaryRange
Switzerland,Rifleman,Government and Defence,112.2,52.8,84,116.7,104.1,118.9,70-80
Switzerland,Production Assistant,Media / Broadcasting / Arts / Entertainment,112.2,52.8,84,116.7,104.1,118.9,70-80
Switzerland,Power Coordinator,Oil / Gas / Energy / Mining,112.2,52.8,84,116.7,104.1,118.9,70-80
Switzerland,Solar Thermal Technician,Oil / Gas / Energy / Mining,112.2,52.8,84,116.7,104.1,118.9,70-80
Switzerland,Telecommunications Facility Examiner,Telecommunication,112.2,52.8,84,116.7,104.1,118.9,70-80
Costa Rica,Assistant Accounting Manager,Accounting and Finance,53.6,16.5,36,54.2,44.1,37,70-80
Costa Rica,Investment Analyst,Accounting and Finance,53.6,16.5,36,54.2,44.1,37,70-80
Costa Rica,Mortgage Funding Manager,Banking,53.6,16.5,36,54.2,44.1,37,70-80
Costa Rica,Key Account Manager,Factory and Manufacturing,53.6,16.5,36,54.2,44.1,37,70-80
Costa Rica,Cytogenetic Technologist,Health and Medical,53.6,16.5,36,54.2,44.1,37,70-80
Costa Rica,Organizational Development Manager,Human Resources,53.6,16.5,36,54.2,44.1,37,70-80
Costa Rica,Actuary,Insurance,53.6,16.5,36,54.2,44.1,37,70-80
Costa Rica,Immigration Executive,Legal,53.6,16.5,36,54.2,44.1,37,70-80
Costa Rica,Communications Manager,Media / Broadcasting / Arts / Entertainment,53.6,16.5,36,54.2,44.1,37,70-80
Costa Rica,Anthropologist,Science and Technical Services,53.6,16.5,36,54.2,44.1,37,70-80
France,Credit and Collection Manager,Accounting and Finance,66,22.3,45.3,68.6,57.9,83.4,70-80
France,ATM Manager,Banking,66,22.3,45.3,68.6,57.9,83.4,70-80
France,Brand Ambassador,Marketing,66,22.3,45.3,68.6,57.9,83.4,70-80
France,eMarketing Manager,Marketing,66,22.3,45.3,68.6,57.9,83.4,70-80
France,Fitness Manager,Recreation and Sports,66,22.3,45.3,68.6,57.9,83.4,70-80
France,Professor - Electrical Engineering,Teaching / Education,66,22.3,45.3,68.6,57.9,83.4,70-80
Ireland,Advertising Sales Director,Advertising / Graphic Design / Events,66.5,47.3,57.4,58.9,65.9,82,70-80
Ireland,Supply Chain Director,Purchasing and Inventory,66.5,47.3,57.4,58.9,65.9,82,70-80
Norway,Behavior Intervention Specialist,Science and Technical Services,79.2,27.8,54.8,77.5,75.9,94.9,70-80
Norway,Life Sciences Analyst,Science and Technical Services,79.2,27.8,54.8,77.5,75.9,94.9,70-80
Kuwait,Aircraft Quality Assurance,Airlines / Aviation / Aerospace / Defense,43.4,24.3,34.4,33.8,36.9,128.5,70-80
Kuwait,Business Manager,Business Planning,43.4,24.3,34.4,33.8,36.9,128.5,70-80
Kuwait,Product Manager,Factory and Manufacturing,43.4,24.3,34.4,33.8,36.9,128.5,70-80
Kuwait,Hotel Sales Manager,Food / Hospitality / Tourism / Catering,43.4,24.3,34.4,33.8,36.9,128.5,70-80
Kuwait,Clinic Manager,Health and Medical,43.4,24.3,34.4,33.8,36.9,128.5,70-80
Kuwait,Infection Preventionist,Health and Medical,43.4,24.3,34.4,33.8,36.9,128.5,70-80
Kuwait,Laboratory Manager,Health and Medical,43.4,24.3,34.4,33.8,36.9,128.5,70-80
Kuwait,Medical Records Director,Health and Medical,43.4,24.3,34.4,33.8,36.9,128.5,70-80
Kuwait,Quality Assurance Manager,Health and Medical,43.4,24.3,34.4,33.8,36.9,128.5,70-80
Kuwait,Industrial Organizational Psychologist,Human Resources,43.4,24.3,34.4,33.8,36.9,128.5,70-80
Kuwait,Financial Systems Manager,Information Technology,43.4,24.3,34.4,33.8,36.9,128.5,70-80
Kuwait,Loss Prevention Manager,Insurance,43.4,24.3,34.4,33.8,36.9,128.5,70-80
Kuwait,Event Marketing,Marketing,43.4,24.3,34.4,33.8,36.9,128.5,70-80
Kuwait,Pharmaceutical Team Leader,Pharmaceutical and Biotechnology,43.4,24.3,34.4,33.8,36.9,128.5,70-80
Kuwait,Buyer,Purchasing and Inventory,43.4,24.3,34.4,33.8,36.9,128.5,70-80
Kuwait,Relationship Manager,Sales Retail and Wholesale,43.4,24.3,34.4,33.8,36.9,128.5,70-80
Kuwait,Industrial Ecologist,Science and Technical Services,43.4,24.3,34.4,33.8,36.9,128.5,70-80
Kuwait,Professor - Foreign Languages,Teaching / Education,43.4,24.3,34.4,33.8,36.9,128.5,70-80
Kuwait,Statistics Lecturer,Teaching / Education,43.4,24.3,34.4,33.8,36.9,128.5,70-80
Norway,Operations Supervisor,Executive and Management,79.2,27.8,54.8,77.5,75.9,94.9,70-80
Norway,PMO Manager,Executive and Management,79.2,27.8,54.8,77.5,75.9,94.9,70-80
Panama,Physician - Dermatology,Health and Medical,47.4,21.5,35.1,46.4,43.2,34.7,70-80
Singapore,Major Incident Manager,Information Technology,81.9,71.9,77.1,75,55.3,103,70-80
Singapore,Curriculum Specialist,Teaching / Education,81.9,71.9,77.1,75,55.3,103,70-80
Sweden,Professor - Psychology,Teaching / Education,62.2,23.1,43.6,61.8,56.1,94.6,70-80
Armenia,Internist,Health and Medical,38.6,19.5,29.5,34.1,36.2,32.1,70-80
Armenia,Surgeon - Burn,Health and Medical,38.6,19.5,29.5,34.1,36.2,32.1,70-80
Japan,Sales and Marketing Director,Marketing,50.7,15.1,33.8,55.4,30.9,99.5,70-80
Austria,Events and Promotions Manager,Advertising / Graphic Design / Events,66.8,23.7,46.4,64.8,59,84.4,70-80
Austria,Distribution Manager,Executive and Management,66.8,23.7,46.4,64.8,59,84.4,70-80
Austria,Manufacturing Manager,Factory and Manufacturing,66.8,23.7,46.4,64.8,59,84.4,70-80
Austria,Respiratory Manager,Health and Medical,66.8,23.7,46.4,64.8,59,84.4,70-80
Austria,Geospatial Information Scientist and Technologist,Science and Technical Services,66.8,23.7,46.4,64.8,59,84.4,70-80
Belgium,Creative Director,Advertising / Graphic Design / Events,63,21.4,43.3,56.1,67.8,90.7,70-80
Belgium,Used Car Manager,Automotive,63,21.4,43.3,56.1,67.8,90.7,70-80
Belgium,2nd Line Systems Engineer,Information Technology,63,21.4,43.3,56.1,67.8,90.7,70-80
Belgium,Lotus Notes Developer,Information Technology,63,21.4,43.3,56.1,67.8,90.7,70-80
Belgium,Technology Business Analyst,Information Technology,63,21.4,43.3,56.1,67.8,90.7,70-80
Belgium,User Experience Consultant,Information Technology,63,21.4,43.3,56.1,67.8,90.7,70-80
Belgium,Compliance Examiner,Insurance,63,21.4,43.3,56.1,67.8,90.7,70-80
Cyprus,Physician - Obstetrics / Gynecology,Health and Medical,57.1,25,41.8,49.3,54,59.4,70-80
Finland,Facilities Maintenance Manager,Facilities / Maintenance / Repair,65.5,20.8,44.3,61.6,63.8,97.3,70-80
Germany,Registered Respiratory Therapist,Health and Medical,62.7,26.3,45.4,57.6,52.5,101,70-80
Italy,Construction Operations Manager,Construction / Building / Installation,58.9,21.1,41,56.8,55,62.8,70-80
Italy,Distribution Manager,Executive and Management,58.9,21.1,41,56.8,55,62.8,70-80
Italy,Patient Services Director,Health and Medical,58.9,21.1,41,56.8,55,62.8,70-80
Italy,Media Product Development Manager,Media / Broadcasting / Arts / Entertainment,58.9,21.1,41,56.8,55,62.8,70-80
Italy,Professor - Medical Administration,Teaching / Education,58.9,21.1,41,56.8,55,62.8,70-80
Lithuania,Physician - Otolaryngology,Health and Medical,48.4,15.8,32.9,43.6,45.1,61.8,70-80
Luxembourg,Loan Audit Team Leader,Banking,65.3,42.4,54.4,65.1,69.4,148.9,70-80
Luxembourg,Oil Trader,Oil / Gas / Energy / Mining,65.3,42.4,54.4,65.1,69.4,148.9,70-80
Malta,Financial Reporting Manager,Accounting and Finance,55.1,25.3,40.9,49.9,57.5,58.3,70-80
Malta,Branch Manager,Executive and Management,55.1,25.3,40.9,49.9,57.5,58.3,70-80
Malta,Facilities Manager,Facilities / Maintenance / Repair,55.1,25.3,40.9,49.9,57.5,58.3,70-80
Malta,Medical Records Director,Health and Medical,55.1,25.3,40.9,49.9,57.5,58.3,70-80
Netherlands,Operations Manager,Administration / Reception / Secretarial,64.3,34.5,50.2,57.4,61,103.3,70-80
Netherlands,Technical Project Manager,Administration / Reception / Secretarial,64.3,34.5,50.2,57.4,61,103.3,70-80
Netherlands,Social Media Marketing Manager,Advertising / Graphic Design / Events,64.3,34.5,50.2,57.4,61,103.3,70-80
Netherlands,Automotive Project Manager,Automotive,64.3,34.5,50.2,57.4,61,103.3,70-80
Netherlands,Loan Audit Team Leader,Banking,64.3,34.5,50.2,57.4,61,103.3,70-80
Netherlands,Client Relationship Executive,Customer Service and Call Center,64.3,34.5,50.2,57.4,61,103.3,70-80
Netherlands,Engineering Key Account Manager,Engineering,64.3,34.5,50.2,57.4,61,103.3,70-80
Netherlands,E-Commerce Marketing Manager,Information Technology,64.3,34.5,50.2,57.4,61,103.3,70-80
Netherlands,Associate Attorney,Legal,64.3,34.5,50.2,57.4,61,103.3,70-80
Slovakia,Physician - Neurology,Health and Medical,47.9,15.1,32.4,45.1,35.5,55.8,70-80
Denmark,Employee Relations Manager,Human Resources,75.2,28.6,53.1,65,82.6,103.3,70-80
Denmark,SAP Resource Manager,Human Resources,75.2,28.6,53.1,65,82.6,103.3,70-80
Norway,Government Officer,Government and Defence,79.2,27.8,54.8,77.5,75.9,94.9,70-80
Iceland,Digital Marketing Manager,Marketing,85.7,41,64.5,86.5,88,109.1,70-80
Iceland,Buyer,Purchasing and Inventory,85.7,41,64.5,86.5,88,109.1,70-80
China,Information Technology Operations Manager,Information Technology,34.1,13.4,24.3,37.6,21,60.5,70-80
Panama,Clinical Psychologist,Health and Medical,47.4,21.5,35.1,46.4,43.2,34.7,70-80
Brunei,Clinical Director,Health and Medical,50.5,17.4,34.8,65.6,25.6,87,70-80
South Korea,Bank Regional Manager,Banking,64.4,17.1,42,83.1,32.4,90.6,70-80
South Korea,Legal Services Director,Legal,64.4,17.1,42,83.1,32.4,90.6,70-80
South Korea,Molecular and Cellular Biologist,Pharmaceutical and Biotechnology,64.4,17.1,42,83.1,32.4,90.6,70-80
South Korea,Biologist,Science and Technical Services,64.4,17.1,42,83.1,32.4,90.6,70-80
Singapore,Billing Supervisor,Accounting and Finance,81.9,71.9,77.1,75,55.3,103,70-80
Singapore,Assistant Contract Manager,Facilities / Maintenance / Repair,81.9,71.9,77.1,75,55.3,103,70-80
Singapore,Natural Remedy Consultant,Fitness / Hair / Beauty,81.9,71.9,77.1,75,55.3,103,70-80
Singapore,Insurance Team Leader,Insurance,81.9,71.9,77.1,75,55.3,103,70-80
Japan,Pharmacy Manager,Pharmaceutical and Biotechnology,50.7,15.1,33.8,55.4,30.9,99.5,70-80
China,Product and Brand Manager,Advertising / Graphic Design / Events,34.1,13.4,24.3,37.6,21,60.5,70-80
China,Program Director,Executive and Management,34.1,13.4,24.3,37.6,21,60.5,70-80
China,Sports Manager,Recreation and Sports,34.1,13.4,24.3,37.6,21,60.5,70-80
China,Professor - Dentistry,Teaching / Education,34.1,13.4,24.3,37.6,21,60.5,70-80
Bahamas,Investment Operations Manager,Accounting and Finance,88.5,41.8,66.3,80.5,80.4,38,70-80
Bahamas,Automotive Branch Manager,Automotive,88.5,41.8,66.3,80.5,80.4,38,70-80
Bahamas,Engagement Manager,Executive and Management,88.5,41.8,66.3,80.5,80.4,38,70-80
Bahamas,Nurse Manager,Health and Medical,88.5,41.8,66.3,80.5,80.4,38,70-80
Bahamas,Human Resources Vice President,Human Resources,88.5,41.8,66.3,80.5,80.4,38,70-80
Bahamas,Exports Sales Manager,Import and Export,88.5,41.8,66.3,80.5,80.4,38,70-80
Bahamas,Sales Admin Executive,Sales Retail and Wholesale,88.5,41.8,66.3,80.5,80.4,38,70-80
United States,Armed Forces Officer,Government and Defence,72.9,44.7,59.5,74.2,68.4,120.9,70-80
United States,Shutdown Engineer,Oil / Gas / Energy / Mining,72.9,44.7,59.5,74.2,68.4,120.9,70-80
Venezuela,Chief Corporate Officer,Executive and Management,39.4,5.7,23.4,38.3,38.5,12.6,70-80
Venezuela,Risk and Capital Manager,Executive and Management,39.4,5.7,23.4,38.3,38.5,12.6,70-80
Venezuela,Director of Manufacturing,Factory and Manufacturing,39.4,5.7,23.4,38.3,38.5,12.6,70-80
Venezuela,Public Health Analyst,Health and Medical,39.4,5.7,23.4,38.3,38.5,12.6,70-80
Thailand,Exercise Physiologist,Health and Medical,36,12.4,24.8,41,18.4,32.9,70-80
Austria,Corporate Director,Executive and Management,66.8,23.7,46.4,64.8,59,84.4,70-80
Austria,Global Master Data Manager,Executive and Management,66.8,23.7,46.4,64.8,59,84.4,70-80
Austria,Planning Director,Executive and Management,66.8,23.7,46.4,64.8,59,84.4,70-80
Austria,Community Development Manager,Real Estate,66.8,23.7,46.4,64.8,59,84.4,70-80
Austria,Political Scientist,Science and Technical Services,66.8,23.7,46.4,64.8,59,84.4,70-80
Belgium,Master Programme Coordinator,Administration / Reception / Secretarial,63,21.4,43.3,56.1,67.8,90.7,70-80
Belgium,Development Researcher,Business Planning,63,21.4,43.3,56.1,67.8,90.7,70-80
Belgium,Engineer,Engineering,63,21.4,43.3,56.1,67.8,90.7,70-80
Belgium,Regional Field Engineer,Engineering,63,21.4,43.3,56.1,67.8,90.7,70-80
Belgium,Developer / Programmer,Information Technology,63,21.4,43.3,56.1,67.8,90.7,70-80
Belgium,Software Engineer,Information Technology,63,21.4,43.3,56.1,67.8,90.7,70-80
Belgium,User Experience Design Expert,Information Technology,63,21.4,43.3,56.1,67.8,90.7,70-80
Belgium,Broker,Insurance,63,21.4,43.3,56.1,67.8,90.7,70-80
Belgium,Content Manager,Marketing,63,21.4,43.3,56.1,67.8,90.7,70-80
Finland,Assistant Accounting Manager,Accounting and Finance,65.5,20.8,44.3,61.6,63.8,97.3,70-80
Finland,Division Manager,Executive and Management,65.5,20.8,44.3,61.6,63.8,97.3,70-80
Finland,Training and Development Manager,Human Resources,65.5,20.8,44.3,61.6,63.8,97.3,70-80
Finland,Wholesale Buyer,Purchasing and Inventory,65.5,20.8,44.3,61.6,63.8,97.3,70-80
France,Sales Promotion Manager,Advertising / Graphic Design / Events,66,22.3,45.3,68.6,57.9,83.4,70-80
France,Chairman Office Manager,Executive and Management,66,22.3,45.3,68.6,57.9,83.4,70-80
France,Manager,Executive and Management,66,22.3,45.3,68.6,57.9,83.4,70-80
France,Intelligence Research Specialist,Law Enforcement / Security / Fire,66,22.3,45.3,68.6,57.9,83.4,70-80
France,Security Manager,Law Enforcement / Security / Fire,66,22.3,45.3,68.6,57.9,83.4,70-80
France,Publishing and Printing Manager,Publishing and Printing,66,22.3,45.3,68.6,57.9,83.4,70-80
Germany,General Manager,Executive and Management,62.7,26.3,45.4,57.6,52.5,101,70-80
Germany,International Cooperation Specialist,Government and Defence,62.7,26.3,45.4,57.6,52.5,101,70-80
Germany,Mental Health Therapst,Health and Medical,62.7,26.3,45.4,57.6,52.5,101,70-80
Greece,Physician - Maternal / Fetal Medicine,Health and Medical,54.2,13.6,34.9,47.9,52.9,42.1,70-80
Ireland,Automotive General Manager,Automotive,66.5,47.3,57.4,58.9,65.9,82,70-80
Ireland,Production Director,Factory and Manufacturing,66.5,47.3,57.4,58.9,65.9,82,70-80
Ireland,Physical Therapy Director,Health and Medical,66.5,47.3,57.4,58.9,65.9,82,70-80
Ireland,Risk Modeling Manager,Insurance,66.5,47.3,57.4,58.9,65.9,82,70-80
Ireland,Clinical Research Manager,Pharmaceutical and Biotechnology,66.5,47.3,57.4,58.9,65.9,82,70-80
Ireland,Director of Real Estate,Real Estate,66.5,47.3,57.4,58.9,65.9,82,70-80
Ireland,Sales Manager,Sales Retail and Wholesale,66.5,47.3,57.4,58.9,65.9,82,70-80
Italy,Tax Director,Accounting and Finance,58.9,21.1,41,56.8,55,62.8,70-80
Italy,Advertising and Promotions Manager,Advertising / Graphic Design / Events,58.9,21.1,41,56.8,55,62.8,70-80
Italy,Director of Project Management,Executive and Management,58.9,21.1,41,56.8,55,62.8,70-80
Italy,Medical Insurance Manager,Health and Medical,58.9,21.1,41,56.8,55,62.8,70-80
Malta,Finance Licensing Manager,Accounting and Finance,55.1,25.3,40.9,49.9,57.5,58.3,70-80
Malta,Social Media Marketing Manager,Advertising / Graphic Design / Events,55.1,25.3,40.9,49.9,57.5,58.3,70-80
Malta,Operations Analyst,Executive and Management,55.1,25.3,40.9,49.9,57.5,58.3,70-80
Malta,Fashion Designer,Fashion and Apparel,55.1,25.3,40.9,49.9,57.5,58.3,70-80
Malta,Advanced Practice Provider,Health and Medical,55.1,25.3,40.9,49.9,57.5,58.3,70-80
Malta,Digital Marketing Strategist,Marketing,55.1,25.3,40.9,49.9,57.5,58.3,70-80
Malta,Marketing Communications Executive,Public Relations,55.1,25.3,40.9,49.9,57.5,58.3,70-80
Malta,Telecommunication Service Delivery Manager,Telecommunication,55.1,25.3,40.9,49.9,57.5,58.3,70-80
Netherlands,Hair Replacement Specialist,Fitness / Hair / Beauty,64.3,34.5,50.2,57.4,61,103.3,70-80
Netherlands,Compensation Manager,Human Resources,64.3,34.5,50.2,57.4,61,103.3,70-80
Netherlands,Technical Project Manager,Information Technology,64.3,34.5,50.2,57.4,61,103.3,70-80
Netherlands,District Manager,Sales Retail and Wholesale,64.3,34.5,50.2,57.4,61,103.3,70-80
Netherlands,Natural Language Processing Researcher,Science and Technical Services,64.3,34.5,50.2,57.4,61,103.3,70-80
Portugal,Chief Executive Officer,Executive and Management,46.6,25.4,36.5,42.9,37.9,46.5,70-80
Spain,Physician - Emergency Room,Health and Medical,48.4,23.6,36.6,45.1,44,78.2,70-80
Switzerland,Grants Coordinator,Accounting and Finance,112.2,52.8,84,116.7,104.1,118.9,70-80
Switzerland,Merchandise Controller,Business Planning,112.2,52.8,84,116.7,104.1,118.9,70-80
Switzerland,Fiber Analyst,Engineering,112.2,52.8,84,116.7,104.1,118.9,70-80
Switzerland,Structural Technician,Engineering,112.2,52.8,84,116.7,104.1,118.9,70-80
Switzerland,Environmental Services Coordinator,Environmental,112.2,52.8,84,116.7,104.1,118.9,70-80
Switzerland,Recruiting Coordinator,Human Resources,112.2,52.8,84,116.7,104.1,118.9,70-80
Switzerland,Data Entry Coordintor,Information Technology,112.2,52.8,84,116.7,104.1,118.9,70-80
Switzerland,Barrister,Legal,112.2,52.8,84,116.7,104.1,118.9,70-80
Switzerland,Legal Administrative Assistant,Legal,112.2,52.8,84,116.7,104.1,118.9,70-80
Switzerland,Camera Operator,Media / Broadcasting / Arts / Entertainment,112.2,52.8,84,116.7,104.1,118.9,70-80
Switzerland,Assistant Photographer,Photography,112.2,52.8,84,116.7,104.1,118.9,70-80
Mexico,Surgeon,Health and Medical,43.8,17,31.1,45.6,36.7,38,70-80
Japan,Town Planner,Real Estate,50.7,15.1,33.8,55.4,30.9,99.5,70-80
Bahrain,Site Leader,Construction / Building / Installation,53.7,22.6,39,46.4,43.4,83.6,70-80
Bahrain,Youth Development Manager,Counseling,53.7,22.6,39,46.4,43.4,83.6,70-80
Bahrain,Waste Management Manager,Environmental,53.7,22.6,39,46.4,43.4,83.6,70-80
Bahrain,Director of Product Management,Executive and Management,53.7,22.6,39,46.4,43.4,83.6,70-80
Bahrain,Global Master Data Manager,Executive and Management,53.7,22.6,39,46.4,43.4,83.6,70-80
Bahrain,Government Property Inspector,Government and Defence,53.7,22.6,39,46.4,43.4,83.6,70-80
Bahrain,Director of Talent Acquisition,Human Resources,53.7,22.6,39,46.4,43.4,83.6,70-80
Bahrain,Pharmaceutical Team Leader,Pharmaceutical and Biotechnology,53.7,22.6,39,46.4,43.4,83.6,70-80
Bahrain,Industrial Ecologist,Science and Technical Services,53.7,22.6,39,46.4,43.4,83.6,70-80
Bahrain,Metallurgist,Science and Technical Services,53.7,22.6,39,46.4,43.4,83.6,70-80
Bahrain,Education Director,Teaching / Education,53.7,22.6,39,46.4,43.4,83.6,70-80
Bahrain,Professor - Marketing,Teaching / Education,53.7,22.6,39,46.4,43.4,83.6,70-80
Bahrain,Professor - Psychology,Teaching / Education,53.7,22.6,39,46.4,43.4,83.6,70-80
Bahrain,University Teacher,Teaching / Education,53.7,22.6,39,46.4,43.4,83.6,70-80
United Arab Emirates,Budget Analyst,Accounting and Finance,57.8,46.9,52.6,45,50,98.7,70-80
United Arab Emirates,Care Manager,Care Giving and Child Care,57.8,46.9,52.6,45,50,98.7,70-80
United Arab Emirates,Environmental Educator,Environmental,57.8,46.9,52.6,45,50,98.7,70-80
United Arab Emirates,Business Operations Lead,Executive and Management,57.8,46.9,52.6,45,50,98.7,70-80
United Arab Emirates,Client Accounts Officer,Executive and Management,57.8,46.9,52.6,45,50,98.7,70-80
United Arab Emirates,Club Manager,Food / Hospitality / Tourism / Catering,57.8,46.9,52.6,45,50,98.7,70-80
United Arab Emirates,Room Service Manager,Food / Hospitality / Tourism / Catering,57.8,46.9,52.6,45,50,98.7,70-80
United Arab Emirates,Health Systems Specialist,Health and Medical,57.8,46.9,52.6,45,50,98.7,70-80
United Arab Emirates,Application Consultant,Information Technology,57.8,46.9,52.6,45,50,98.7,70-80
United Arab Emirates,Database Administration Manager,Information Technology,57.8,46.9,52.6,45,50,98.7,70-80
United Arab Emirates,Enterprise Architecture Manager,Information Technology,57.8,46.9,52.6,45,50,98.7,70-80
United Arab Emirates,Network Engineering Manager,Information Technology,57.8,46.9,52.6,45,50,98.7,70-80
United Arab Emirates,Wireless Consultant,Information Technology,57.8,46.9,52.6,45,50,98.7,70-80
United Arab Emirates,Assistant Brand Manager,Marketing,57.8,46.9,52.6,45,50,98.7,70-80
United Arab Emirates,Market Research Analyst,Marketing,57.8,46.9,52.6,45,50,98.7,70-80
United Arab Emirates,Lead Technical Field Advisor,Oil / Gas / Energy / Mining,57.8,46.9,52.6,45,50,98.7,70-80
Costa Rica,Estimating Manager,Business Planning,53.6,16.5,36,54.2,44.1,37,70-80
Costa Rica,Guidance Director,Counseling,53.6,16.5,36,54.2,44.1,37,70-80
Costa Rica,Mental Health Counselor,Counseling,53.6,16.5,36,54.2,44.1,37,70-80
Costa Rica,Head of Middle Office,Executive and Management,53.6,16.5,36,54.2,44.1,37,70-80
Costa Rica,Product Executive,Executive and Management,53.6,16.5,36,54.2,44.1,37,70-80
Costa Rica,In House Counsel,Legal,53.6,16.5,36,54.2,44.1,37,70-80
Costa Rica,Product Marketing Executive,Marketing,53.6,16.5,36,54.2,44.1,37,70-80
Costa Rica,Public Relations Executive,Public Relations,53.6,16.5,36,54.2,44.1,37,70-80
Costa Rica,Buyer,Purchasing and Inventory,53.6,16.5,36,54.2,44.1,37,70-80
Fiji,Internist,Health and Medical,34.8,15.2,25.5,40,27.7,64,70-80
Norway,Chief Risk Officer,Executive and Management,79.2,27.8,54.8,77.5,75.9,94.9,70-80
Norway,Corporate Counsel,Legal,79.2,27.8,54.8,77.5,75.9,94.9,70-80
Norway,Portfolio Analyst,Real Estate,79.2,27.8,54.8,77.5,75.9,94.9,70-80
Azerbaijan,Physician - Anesthesiology,Health and Medical,31.1,8.1,20.2,28.4,30.1,29.4,70-80
Azerbaijan,Urologist,Health and Medical,31.1,8.1,20.2,28.4,30.1,29.4,70-80
Sweden,Finance Executive,Accounting and Finance,62.2,23.1,43.6,61.8,56.1,94.6,70-80
Sweden,General Manager,Business Planning,62.2,23.1,43.6,61.8,56.1,94.6,70-80
Sweden,Clinical Cytogeneticist,Health and Medical,62.2,23.1,43.6,61.8,56.1,94.6,70-80
Iceland,Corporate Treasurer,Accounting and Finance,85.7,41,64.5,86.5,88,109.1,70-80
Iceland,Group Services Manager,Administration / Reception / Secretarial,85.7,41,64.5,86.5,88,109.1,70-80
Iceland,Human Resources Development Manager,Human Resources,85.7,41,64.5,86.5,88,109.1,70-80
Iceland,Marketing Distribution Executive,Marketing,85.7,41,64.5,86.5,88,109.1,70-80
Iceland,Communications Manager,Media / Broadcasting / Arts / Entertainment,85.7,41,64.5,86.5,88,109.1,70-80
Iceland,Pharmaceutical Project Manager,Pharmaceutical and Biotechnology,85.7,41,64.5,86.5,88,109.1,70-80
Denmark,Financial Controller,Accounting and Finance,75.2,28.6,53.1,65,82.6,103.3,70-80
Denmark,Account Manager,Executive and Management,75.2,28.6,53.1,65,82.6,103.3,70-80
Denmark,Catering Manager,Executive and Management,75.2,28.6,53.1,65,82.6,103.3,70-80
Denmark,Aromatherapist,Fitness / Hair / Beauty,75.2,28.6,53.1,65,82.6,103.3,70-80
Denmark,Adoption Specialist,Fundraising and Non Profit,75.2,28.6,53.1,65,82.6,103.3,70-80
Denmark,Clinical Research Coordinator,Health and Medical,75.2,28.6,53.1,65,82.6,103.3,70-80
Denmark,Solutions Consultant,Information Technology,75.2,28.6,53.1,65,82.6,103.3,70-80
Denmark,Product Strategist,Marketing,75.2,28.6,53.1,65,82.6,103.3,70-80
Denmark,Bank Regional Risk Officer,Banking,75.2,28.6,53.1,65,82.6,103.3,70-80
Denmark,Administration Manager,Executive and Management,75.2,28.6,53.1,65,82.6,103.3,70-80
Denmark,Logistics Manager,Executive and Management,75.2,28.6,53.1,65,82.6,103.3,70-80
Denmark,Quality Control Supervisor,Quality Control and Compliance,75.2,28.6,53.1,65,82.6,103.3,70-80
Denmark,Technical Services Research Coordinator,Science and Technical Services,75.2,28.6,53.1,65,82.6,103.3,70-80
Brunei,Physician - Pediatric Neonatology,Health and Medical,50.5,17.4,34.8,65.6,25.6,87,70-80
Oman,Mental Health Counselor,Counseling,44.4,13.3,29.7,39.5,33.5,109.6,70-80
Oman,Customer Service Manager,Customer Service and Call Center,44.4,13.3,29.7,39.5,33.5,109.6,70-80
Oman,Environment Advisor,Environmental,44.4,13.3,29.7,39.5,33.5,109.6,70-80
Oman,Production Supervisor,Executive and Management,44.4,13.3,29.7,39.5,33.5,109.6,70-80
Oman,Visual Merchandising Projects Manager,Fashion and Apparel,44.4,13.3,29.7,39.5,33.5,109.6,70-80
Oman,Salon Manager,Fitness / Hair / Beauty,44.4,13.3,29.7,39.5,33.5,109.6,70-80
Oman,Biomedical Engineering Director,Health and Medical,44.4,13.3,29.7,39.5,33.5,109.6,70-80
Oman,Industrial Hygienist,Health and Medical,44.4,13.3,29.7,39.5,33.5,109.6,70-80
Oman,Testing Manager,Information Technology,44.4,13.3,29.7,39.5,33.5,109.6,70-80
Oman,Actuarial Analyst,Insurance,44.4,13.3,29.7,39.5,33.5,109.6,70-80
Oman,Marketing Segment Manager,Marketing,44.4,13.3,29.7,39.5,33.5,109.6,70-80
Oman,Animal Scientist,Pet Care,44.4,13.3,29.7,39.5,33.5,109.6,70-80
Oman,Distribution Director,Sales Retail and Wholesale,44.4,13.3,29.7,39.5,33.5,109.6,70-80
Oman,Sales Account Manager,Sales Retail and Wholesale,44.4,13.3,29.7,39.5,33.5,109.6,70-80
Oman,Educational Psychologist,Teaching / Education,44.4,13.3,29.7,39.5,33.5,109.6,70-80
Singapore,Loan Team Leader,Banking,81.9,71.9,77.1,75,55.3,103,70-80
Jersey,Bank Compliance Specialist,Banking,74.3,52.5,64,64.1,93.6,72,70-80
Jersey,Beauty Educator,Fitness / Hair / Beauty,74.3,52.5,64,64.1,93.6,72,70-80
Jersey,Export Logistics Specialist,Import and Export,74.3,52.5,64,64.1,93.6,72,70-80
Jersey,Instructor,Teaching / Education,74.3,52.5,64,64.1,93.6,72,70-80
Sweden,Waste Management Manager,Environmental,62.2,23.1,43.6,61.8,56.1,94.6,70-80
Sweden,Fundraising Director,Fundraising and Non Profit,62.2,23.1,43.6,61.8,56.1,94.6,70-80
Sweden,Ward Manager,Health and Medical,62.2,23.1,43.6,61.8,56.1,94.6,70-80
