Country,Job Title,Category,Salary,Currency,Exchange Rate,Salary(USD),SalaryRounded(USD),Cost of Living Index,Rent Index,Cost of Living Plus Rent Index,Groceries Index,Restaurant Price Index,Local Purchasing Power Index
Netherlands,Engineering Project Analyst,Engineering,58800,EUR,0.93,63110.42,63110,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Engineering Project Coordinator,Engineering,58800,EUR,0.93,63110.42,63110,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Engineering Project Director,Engineering,103820,EUR,0.93,111430.67,111431,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Engineering Project Leader,Engineering,68900,EUR,0.93,73950.81,73951,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Engineering Project Manager,Engineering,69400,EUR,0.93,74487.47,74487,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Engineering Research and Development Manager,Engineering,80540,EUR,0.93,86444.1,86444,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Engineering Sales Manager,Engineering,66100,EUR,0.93,70945.56,70946,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Environmental Engineer,Engineering,48940,EUR,0.93,52527.62,52528,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Equipment Engineer,Engineering,49700,EUR,0.93,53343.33,53343,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Equipment Engineering Manager,Engineering,64620,EUR,0.93,69357.06,69357,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Facade Engineer,Engineering,49200,EUR,0.93,52806.68,52807,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Field Engineer,Engineering,55020,EUR,0.93,59053.32,59053,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Field Engineering Manager,Engineering,83100,EUR,0.93,89191.77,89192,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Fire Engineer,Engineering,52820,EUR,0.93,56692.05,56692,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Forestry Strategic Planner,Engineering,60880,EUR,0.93,65342.9,65343,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Generation Engineer,Engineering,54700,EUR,0.93,58709.86,58710,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Genetic Engineer,Engineering,59240,EUR,0.93,63582.67,63583,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Geological Engineer,Engineering,52880,EUR,0.93,56756.44,56756,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Geotechnical Engineer,Engineering,56460,EUR,0.93,60598.88,60599,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Highway Engineer,Engineering,50980,EUR,0.93,54717.16,54717,64.3,34.5,50.2,57.4,61,103.3
Netherlands,HVAC Engineer,Engineering,57900,EUR,0.93,62144.44,62144,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Industrial Engineer,Engineering,49820,EUR,0.93,53472.13,53472,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Industrial Engineering Technologist,Engineering,49360,EUR,0.93,52978.41,52978,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Instrument Engineer,Engineering,49700,EUR,0.93,53343.33,53343,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Instrumentation and Control Engineer,Engineering,49700,EUR,0.93,53343.33,53343,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Instrumentation Engineer,Engineering,53380,EUR,0.93,57293.1,57293,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Instrumentation Manager,Engineering,48640,EUR,0.93,52205.63,52206,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Irrigation Engineer,Engineering,50540,EUR,0.93,54244.91,54245,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Licensed Aircraft Engineer,Engineering,56880,EUR,0.93,61049.67,61050,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Locomotive Engineer,Engineering,49820,EUR,0.93,53472.13,53472,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Maintenance Engineer,Engineering,49360,EUR,0.93,52978.41,52978,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Maintenance Manager,Engineering,52380,EUR,0.93,56219.79,56220,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Manufacturing Engineer,Engineering,53600,EUR,0.93,57529.23,57529,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Marine Engineer,Engineering,51340,EUR,0.93,55103.55,55104,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Materials Engineer,Engineering,48740,EUR,0.93,52312.96,52313,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Materials Researcher,Engineering,48820,EUR,0.93,52398.82,52399,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Mechanical and Electrical Engineer,Engineering,53160,EUR,0.93,57056.97,57057,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Mechanical Design Engineer,Engineering,53380,EUR,0.93,57293.1,57293,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Mechanical Designer,Engineering,47540,EUR,0.93,51024.99,51025,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Mechanical Engineer,Engineering,56880,EUR,0.93,61049.67,61050,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Mechanical Engineering Manager,Engineering,67120,EUR,0.93,72040.33,72040,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Mechanical Inspector,Engineering,50520,EUR,0.93,54223.44,54223,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Mechatronics Engineer,Engineering,54460,EUR,0.93,58452.27,58452,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Mining Engineer,Engineering,48560,EUR,0.93,52119.76,52120,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Oil and Petrochemical Engineer,Engineering,54180,EUR,0.93,58151.74,58152,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Optical Engineer,Engineering,48760,EUR,0.93,52334.42,52334,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Photonics Engineer,Engineering,56100,EUR,0.93,60212.49,60212,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Photonics Technician,Engineering,48160,EUR,0.93,51690.44,51690,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Pipeline Engineer,Engineering,49820,EUR,0.93,53472.13,53472,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Piping Engineer,Engineering,48760,EUR,0.93,52334.42,52334,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Planning Engineer,Engineering,54460,EUR,0.93,58452.27,58452,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Principal Cost Engineer,Engineering,55140,EUR,0.93,59182.12,59182,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Principal Engineer,Engineering,48300,EUR,0.93,51840.7,51841,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Principal Support Engineer,Engineering,53860,EUR,0.93,57808.29,57808,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Process Engineer,Engineering,51400,EUR,0.93,55167.95,55168,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Product Development Engineer,Engineering,51400,EUR,0.93,55167.95,55168,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Product Engineer,Engineering,52880,EUR,0.93,56756.44,56756,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Product Safety Engineer,Engineering,49560,EUR,0.93,53193.07,53193,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Production Engineer,Engineering,51120,EUR,0.93,54867.43,54867,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Project Engineer,Engineering,52380,EUR,0.93,56219.79,56220,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Proposal Manager,Engineering,62860,EUR,0.93,67468.04,67468,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Purchasing Engineer,Engineering,49300,EUR,0.93,52914.01,52914,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Quality Assurance Engineer,Engineering,50180,EUR,0.93,53858.52,53859,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Rail Engineer,Engineering,49200,EUR,0.93,52806.68,52807,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Regional Field Engineer,Engineering,57620,EUR,0.93,61843.92,61844,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Robotics Engineer,Engineering,57860,EUR,0.93,62101.51,62102,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Safety Engineer,Engineering,52380,EUR,0.93,56219.79,56220,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Safety Manager,Engineering,60160,EUR,0.93,64570.12,64570,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Sales Engineer,Engineering,59380,EUR,0.93,63732.94,63733,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Scheduling Engineer,Engineering,49820,EUR,0.93,53472.13,53472,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Service Engineer,Engineering,55320,EUR,0.93,59375.31,59375,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Solar Engineer,Engineering,53840,EUR,0.93,57786.82,57787,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Staff Engineer,Engineering,52380,EUR,0.93,56219.79,56220,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Static Equipment Engineer,Engineering,49700,EUR,0.93,53343.33,53343,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Structural Analysis Engineer,Engineering,52540,EUR,0.93,56391.52,56392,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Structural Engineer,Engineering,48640,EUR,0.93,52205.63,52206,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Supply Chain Specialist,Engineering,49300,EUR,0.93,52914.01,52914,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Tender Engineer,Engineering,47540,EUR,0.93,51024.99,51025,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Test Development Engineer,Engineering,51100,EUR,0.93,54845.96,54846,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Test Engineer,Engineering,49200,EUR,0.93,52806.68,52807,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Transportation Engineer,Engineering,48160,EUR,0.93,51690.44,51690,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Verification Engineer,Engineering,47720,EUR,0.93,51218.18,51218,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Wastewater Engineer,Engineering,53840,EUR,0.93,57786.82,57787,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Wind Energy Engineer,Engineering,51120,EUR,0.93,54867.43,54867,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Wind Energy Operations Manager,Engineering,64200,EUR,0.93,68906.27,68906,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Environment Advisor,Environmental,79000,EUR,0.93,84791.21,84791,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Environmental and Agricultural Scientist,Environmental,90900,EUR,0.93,97563.56,97564,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Environmental Economist,Environmental,88260,EUR,0.93,94730.03,94730,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Environmental Educator,Environmental,69400,EUR,0.93,74487.47,74487,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Environmental Engineer,Environmental,50620,EUR,0.93,54330.77,54331,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Environmental Health and Safety Manager,Environmental,94400,EUR,0.93,101320.13,101320,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Environmental Health Practitioner,Environmental,95720,EUR,0.93,102736.89,102737,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Environmental Manager,Environmental,93780,EUR,0.93,100654.68,100655,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Environmental Restoration Planner,Environmental,49200,EUR,0.93,52806.68,52807,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Environmental Scientist,Environmental,93140,EUR,0.93,99967.76,99968,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Forestry Consultant,Environmental,68400,EUR,0.93,73414.16,73414,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Geologist,Environmental,96340,EUR,0.93,103402.34,103402,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Senor Environmental Health Practitioner,Environmental,96720,EUR,0.93,103810.2,103810,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Toxicologist,Environmental,64040,EUR,0.93,68734.54,68735,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Waste Management Manager,Environmental,88020,EUR,0.93,94472.43,94472,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Waste Tracking Specialist,Environmental,66260,EUR,0.93,71117.28,71117,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Account Coordinator,Executive and Management,53380,EUR,0.93,57293.1,57293,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Account Director,Executive and Management,64040,EUR,0.93,68734.54,68735,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Account Executive,Executive and Management,66960,EUR,0.93,71868.6,71869,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Account Manager,Executive and Management,63480,EUR,0.93,68133.49,68133,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Administration Manager,Executive and Management,69240,EUR,0.93,74315.74,74316,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Administration Supervisor,Executive and Management,51340,EUR,0.93,55103.55,55104,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Area Director,Executive and Management,57620,EUR,0.93,61843.92,61844,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Area Manager,Executive and Management,64040,EUR,0.93,68734.54,68735,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Asset Protection Associate,Executive and Management,67120,EUR,0.93,72040.33,72040,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Assistant Director,Executive and Management,67900,EUR,0.93,72877.51,72878,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Assistant General Manager,Executive and Management,67900,EUR,0.93,72877.51,72878,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Assistant Manager,Executive and Management,69040,EUR,0.93,74101.08,74101,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Assistant Managing Director,Executive and Management,80840,EUR,0.93,86766.09,86766,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Assistant Operations Manager,Executive and Management,73820,EUR,0.93,79231.48,79231,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Assistant Project Manager,Executive and Management,71700,EUR,0.93,76956.07,76956,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Assistant Section Head,Executive and Management,60400,EUR,0.93,64827.71,64828,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Assistant to CEO,Executive and Management,64640,EUR,0.93,69378.53,69379,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Assistant Vice President,Executive and Management,75040,EUR,0.93,80540.92,80541,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Associate Account Director,Executive and Management,65760,EUR,0.93,70580.63,70581,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Associate Director,Executive and Management,66440,EUR,0.93,71310.48,71310,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Bid Manager,Executive and Management,78960,EUR,0.93,84748.28,84748,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Branch Manager,Executive and Management,73040,EUR,0.93,78394.3,78394,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Business Development Manager,Executive and Management,80020,EUR,0.93,85885.98,85886,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Business Operations Associate,Executive and Management,67120,EUR,0.93,72040.33,72040,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Business Operations Lead,Executive and Management,65920,EUR,0.93,70752.36,70752,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Campaign Manager,Executive and Management,78160,EUR,0.93,83889.63,83890,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Catering Manager,Executive and Management,65920,EUR,0.93,70752.36,70752,64.3,34.5,50.2,57.4,61,103.3
Netherlands,CEO,Executive and Management,125700,EUR,0.93,134914.62,134915,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Chairman of The Board,Executive and Management,127700,EUR,0.93,137061.23,137061,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Chairman Office Manager,Executive and Management,78400,EUR,0.93,84147.23,84147,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Chief Commercial Officer,Executive and Management,96980,EUR,0.93,104089.26,104089,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Chief Corporate Officer,Executive and Management,105440,EUR,0.93,113169.43,113169,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Chief Executive Officer,Executive and Management,128900,EUR,0.93,138349.2,138349,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Chief Financial Officer,Executive and Management,115560,EUR,0.93,124031.29,124031,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Chief Investment Officer,Executive and Management,97460,EUR,0.93,104604.45,104604,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Chief of Staff,Executive and Management,63320,EUR,0.93,67961.76,67962,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Chief Operating Officer,Executive and Management,93340,EUR,0.93,100182.42,100182,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Chief Risk Officer,Executive and Management,80500,EUR,0.93,86401.17,86401,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Client Account Manager,Executive and Management,79280,EUR,0.93,85091.73,85092,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Client Accounts Officer,Executive and Management,62460,EUR,0.93,67038.72,67039,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Client Services Manager,Executive and Management,85080,EUR,0.93,91316.91,91317,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Commercial Director,Executive and Management,88260,EUR,0.93,94730.03,94730,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Commercial Manager,Executive and Management,76540,EUR,0.93,82150.88,82151,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Commercial Project Manager,Executive and Management,73880,EUR,0.93,79295.88,79296,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Commodity Broker,Executive and Management,58440,EUR,0.93,62724.03,62724,64.3,34.5,50.2,57.4,61,103.3
Netherlands,COO,Executive and Management,101900,EUR,0.93,109369.93,109370,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Corporate Affairs Executive,Executive and Management,78420,EUR,0.93,84168.69,84169,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Corporate Compliance Director,Executive and Management,86520,EUR,0.93,92862.47,92862,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Corporate Director,Executive and Management,85440,EUR,0.93,91703.3,91703,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Corporate Officer,Executive and Management,58280,EUR,0.93,62552.3,62552,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Corporate Partnerships Officer,Executive and Management,61460,EUR,0.93,65965.41,65965,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Country Manager,Executive and Management,101900,EUR,0.93,109369.93,109370,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Department Head,Executive and Management,79360,EUR,0.93,85177.6,85178,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Department Manager,Executive and Management,80540,EUR,0.93,86444.1,86444,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Department Supervisor,Executive and Management,66180,EUR,0.93,71031.42,71031,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Deputy Director,Executive and Management,93780,EUR,0.93,100654.68,100655,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Deputy Manager,Executive and Management,88240,EUR,0.93,94708.56,94709,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Director,Executive and Management,96980,EUR,0.93,104089.26,104089,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Director of Accreditation,Executive and Management,84040,EUR,0.93,90200.67,90201,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Director of Catering Services,Executive and Management,80920,EUR,0.93,86851.96,86852,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Director of Client Services,Executive and Management,80500,EUR,0.93,86401.17,86401,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Director of Facilities Management,Executive and Management,69780,EUR,0.93,74895.32,74895,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Director of Operations,Executive and Management,84040,EUR,0.93,90200.67,90201,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Director of Process Simplification,Executive and Management,69240,EUR,0.93,74315.74,74316,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Director of Product Management,Executive and Management,80500,EUR,0.93,86401.17,86401,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Director of Project Management,Executive and Management,84580,EUR,0.93,90780.26,90780,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Director of Revenue Management,Executive and Management,76540,EUR,0.93,82150.88,82151,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Director of Training and Development,Executive and Management,81880,EUR,0.93,87882.33,87882,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Distribution Manager,Executive and Management,89980,EUR,0.93,96576.11,96576,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Division Manager,Executive and Management,73120,EUR,0.93,78480.17,78480,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Duty Manager,Executive and Management,72740,EUR,0.93,78072.31,78072,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Engagement Manager,Executive and Management,88600,EUR,0.93,95094.95,95095,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Executive Director,Executive and Management,124400,EUR,0.93,133519.32,133519,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Executive Manager,Executive and Management,97900,EUR,0.93,105076.7,105077,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Franchise Manager,Executive and Management,103260,EUR,0.93,110829.62,110830,64.3,34.5,50.2,57.4,61,103.3
Netherlands,General Manager,Executive and Management,104900,EUR,0.93,112589.85,112590,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Global Master Data Manager,Executive and Management,87040,EUR,0.93,93420.59,93421,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Global Technical Lead,Executive and Management,64040,EUR,0.93,68734.54,68735,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Head of Investment,Executive and Management,85940,EUR,0.93,92239.96,92240,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Head of Middle Office,Executive and Management,78940,EUR,0.93,84726.81,84727,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Head of Projects,Executive and Management,83420,EUR,0.93,89535.22,89535,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Head of Strategy,Executive and Management,93780,EUR,0.93,100654.68,100655,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Head of Supply Chain,Executive and Management,80020,EUR,0.93,85885.98,85886,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Head of Sustainability,Executive and Management,72180,EUR,0.93,77471.26,77471,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Housing Manager,Executive and Management,69780,EUR,0.93,74895.32,74895,64.3,34.5,50.2,57.4,61,103.3
Netherlands,HSE Manager,Executive and Management,73760,EUR,0.93,79167.08,79167,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Key Account Manager,Executive and Management,73040,EUR,0.93,78394.3,78394,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Knowledge Manager,Executive and Management,82720,EUR,0.93,88783.91,88784,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Location Manager,Executive and Management,79120,EUR,0.93,84920.01,84920,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Logistics Executive,Executive and Management,65760,EUR,0.93,70580.63,70581,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Logistics Manager,Executive and Management,68320,EUR,0.93,73328.3,73328,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Management Consultant,Executive and Management,68360,EUR,0.93,73371.23,73371,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Management Executive,Executive and Management,93340,EUR,0.93,100182.42,100182,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Manager,Executive and Management,88620,EUR,0.93,95116.42,95116,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Managing Director,Executive and Management,106960,EUR,0.93,114800.86,114801,64.3,34.5,50.2,57.4,61,103.3
Netherlands,MIS Executive,Executive and Management,85080,EUR,0.93,91316.91,91317,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Ocean Services Manager,Executive and Management,92720,EUR,0.93,99516.97,99517,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Operational Manager,Executive and Management,88620,EUR,0.93,95116.42,95116,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Operations Analyst,Executive and Management,73880,EUR,0.93,79295.88,79296,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Operations Assistant,Executive and Management,62060,EUR,0.93,66609.4,66609,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Operations Director,Executive and Management,91960,EUR,0.93,98701.26,98701,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Operations Executive,Executive and Management,96600,EUR,0.93,103681.4,103681,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Operations Manager,Executive and Management,92720,EUR,0.93,99516.97,99517,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Operations Supervisor,Executive and Management,82160,EUR,0.93,88182.86,88183,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Planning Director,Executive and Management,90660,EUR,0.93,97305.96,97306,64.3,34.5,50.2,57.4,61,103.3
Netherlands,PMO Manager,Executive and Management,79360,EUR,0.93,85177.6,85178,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Policy Administration Executive,Executive and Management,72780,EUR,0.93,78115.24,78115,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Private Sector Executive,Executive and Management,75040,EUR,0.93,80540.92,80541,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Product Development Manager,Executive and Management,88600,EUR,0.93,95094.95,95095,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Product Executive,Executive and Management,78940,EUR,0.93,84726.81,84727,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Production Executive,Executive and Management,81960,EUR,0.93,87968.2,87968,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Production Manager,Executive and Management,88580,EUR,0.93,95073.48,95073,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Production Supervisor,Executive and Management,78420,EUR,0.93,84168.69,84169,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Program Director,Executive and Management,93100,EUR,0.93,99924.83,99925,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Program Manager,Executive and Management,93120,EUR,0.93,99946.3,99946,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Programme Coordinator,Executive and Management,66820,EUR,0.93,71718.34,71718,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Project Control Manager,Executive and Management,88600,EUR,0.93,95094.95,95095,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Project Coordinator,Executive and Management,56060,EUR,0.93,60169.56,60170,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Project Management Officer,Executive and Management,63700,EUR,0.93,68369.62,68370,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Project Manager,Executive and Management,65760,EUR,0.93,70580.63,70581,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Project Portfolio Manager,Executive and Management,66260,EUR,0.93,71117.28,71117,64.3,34.5,50.2,57.4,61,103.3
Netherlands,Quality Manager,Executive and Management,67020,EUR,0.93,71933,71933,64.3,34.5,50.2,57.4,61,103.3
Netherlands,R/D Director,Executive and Management,73800,EUR,0.93,79210.02,79210,64.3,34.5,50.2,57.4,61,103.3
